"Date","Time (GMT)","Predicted (ft)","Preliminary (ft)","Verified (ft)"
"2022/09/11","02:42","1.111","-","1.93"
"2022/09/11","02:48","1.083","-","1.9"
"2022/09/11","02:54","1.055","-","1.88"
"2022/09/11","03:00","1.027","-","1.85"
"2022/09/11","03:06","1","-","1.83"
"2022/09/11","03:12","0.973","-","1.81"
"2022/09/11","03:18","0.947","-","1.79"
"2022/09/11","03:24","0.921","-","1.76"
"2022/09/11","03:30","0.896","-","1.74"
"2022/09/11","03:36","0.871","-","1.72"
"2022/09/11","03:42","0.847","-","1.7"
"2022/09/11","03:48","0.824","-","1.69"
"2022/09/11","03:54","0.801","-","1.67"
"2022/09/11","04:00","0.779","-","1.65"
"2022/09/11","04:06","0.757","-","1.63"
"2022/09/11","04:12","0.736","-","1.61"
"2022/09/11","04:18","0.715","-","1.59"
"2022/09/11","04:24","0.695","-","1.57"
"2022/09/11","04:30","0.676","-","1.55"
"2022/09/11","04:36","0.657","-","1.53"
"2022/09/11","04:42","0.639","-","1.51"
"2022/09/11","04:48","0.622","-","1.5"
"2022/09/11","04:54","0.605","-","1.48"
"2022/09/11","05:00","0.59","-","1.46"
"2022/09/11","05:06","0.575","-","1.46"
"2022/09/11","05:12","0.561","-","1.43"
"2022/09/11","05:18","0.548","-","1.42"
"2022/09/11","05:24","0.536","-","1.41"
"2022/09/11","05:30","0.526","-","1.38"
"2022/09/11","05:36","0.517","-","1.38"
"2022/09/11","05:42","0.51","-","1.37"
"2022/09/11","05:48","0.503","-","1.35"
"2022/09/11","05:54","0.499","-","1.35"
"2022/09/11","06:00","0.497","-","1.34"
"2022/09/11","06:06","0.496","-","1.35"
"2022/09/11","06:12","0.497","-","1.34"
"2022/09/11","06:18","0.5","-","1.33"
"2022/09/11","06:24","0.505","-","1.33"
"2022/09/11","06:30","0.512","-","1.34"
"2022/09/11","06:36","0.521","-","1.35"
"2022/09/11","06:42","0.533","-","1.35"
"2022/09/11","06:48","0.546","-","1.36"
"2022/09/11","06:54","0.561","-","1.37"
"2022/09/11","07:00","0.579","-","1.38"
"2022/09/11","07:06","0.598","-","1.42"
"2022/09/11","07:12","0.619","-","1.44"
"2022/09/11","07:18","0.642","-","1.46"
"2022/09/11","07:24","0.667","-","1.48"
"2022/09/11","07:30","0.693","-","1.52"
"2022/09/11","07:36","0.721","-","1.55"
"2022/09/11","07:42","0.751","-","1.59"
"2022/09/11","07:48","0.781","-","1.64"
"2022/09/11","07:54","0.813","-","1.67"
"2022/09/11","08:00","0.846","-","1.71"
"2022/09/11","08:06","0.879","-","1.75"
"2022/09/11","08:12","0.914","-","1.78"
"2022/09/11","08:18","0.949","-","1.81"
"2022/09/11","08:24","0.985","-","1.84"
"2022/09/11","08:30","1.021","-","1.87"
"2022/09/11","08:36","1.058","-","1.92"
"2022/09/11","08:42","1.095","-","1.94"
"2022/09/11","08:48","1.132","-","1.99"
"2022/09/11","08:54","1.169","-","2.02"
"2022/09/11","09:00","1.207","-","2.06"
"2022/09/11","09:06","1.244","-","2.09"
"2022/09/11","09:12","1.281","-","2.13"
"2022/09/11","09:18","1.318","-","2.15"
"2022/09/11","09:24","1.354","-","2.17"
"2022/09/11","09:30","1.391","-","2.22"
"2022/09/11","09:36","1.426","-","2.26"
"2022/09/11","09:42","1.461","-","2.32"
"2022/09/11","09:48","1.496","-","2.35"
"2022/09/11","09:54","1.529","-","2.39"
"2022/09/11","10:00","1.562","-","2.41"
"2022/09/11","10:06","1.594","-","2.45"
"2022/09/11","10:12","1.624","-","2.49"
"2022/09/11","10:18","1.654","-","2.54"
"2022/09/11","10:24","1.682","-","2.58"
"2022/09/11","10:30","1.709","-","2.61"
"2022/09/11","10:36","1.735","-","2.61"
"2022/09/11","10:42","1.759","-","2.63"
"2022/09/11","10:48","1.781","-","2.66"
"2022/09/11","10:54","1.802","-","2.69"
"2022/09/11","11:00","1.821","-","2.72"
"2022/09/11","11:06","1.839","-","2.74"
"2022/09/11","11:12","1.854","-","2.76"
"2022/09/11","11:18","1.867","-","2.78"
"2022/09/11","11:24","1.879","-","2.8"
"2022/09/11","11:30","1.889","-","2.82"
"2022/09/11","11:36","1.896","-","2.85"
"2022/09/11","11:42","1.902","-","2.87"
"2022/09/11","11:48","1.905","-","2.88"
"2022/09/11","11:54","1.907","-","2.89"
"2022/09/11","12:00","1.907","-","2.88"
"2022/09/11","12:06","1.904","-","2.88"
"2022/09/11","12:12","1.9","-","2.88"
"2022/09/11","12:18","1.894","-","2.85"
"2022/09/11","12:24","1.886","-","2.87"
"2022/09/11","12:30","1.877","-","2.86"
"2022/09/11","12:36","1.865","-","2.86"
"2022/09/11","12:42","1.853","-","2.87"
"2022/09/11","12:48","1.838","-","2.86"
"2022/09/11","12:54","1.822","-","2.85"
"2022/09/11","13:00","1.804","-","2.81"
"2022/09/11","13:06","1.785","-","2.78"
"2022/09/11","13:12","1.765","-","2.76"
"2022/09/11","13:18","1.744","-","2.76"
"2022/09/11","13:24","1.721","-","2.79"
"2022/09/11","13:30","1.697","-","2.77"
"2022/09/11","13:36","1.673","-","2.76"
"2022/09/11","13:42","1.647","-","2.71"
"2022/09/11","13:48","1.621","-","2.66"
"2022/09/11","13:54","1.593","-","2.62"
"2022/09/11","14:00","1.565","-","2.6"
"2022/09/11","14:06","1.537","-","2.54"
"2022/09/11","14:12","1.508","-","2.51"
"2022/09/11","14:18","1.479","-","2.47"
"2022/09/11","14:24","1.449","-","2.43"
"2022/09/11","14:30","1.419","-","2.41"
"2022/09/11","14:36","1.389","-","2.4"
"2022/09/11","14:42","1.359","-","2.39"
"2022/09/11","14:48","1.329","-","2.4"
"2022/09/11","14:54","1.299","-","2.4"
"2022/09/11","15:00","1.269","-","2.37"
"2022/09/11","15:06","1.239","-","2.36"
"2022/09/11","15:12","1.21","-","2.33"
"2022/09/11","15:18","1.181","-","2.31"
"2022/09/11","15:24","1.152","-","2.28"
"2022/09/11","15:30","1.123","-","2.26"
"2022/09/11","15:36","1.095","-","2.24"
"2022/09/11","15:42","1.068","-","2.22"
"2022/09/11","15:48","1.041","-","2.19"
"2022/09/11","15:54","1.014","-","2.18"
"2022/09/11","16:00","0.988","-","2.15"
"2022/09/11","16:06","0.962","-","2.13"
"2022/09/11","16:12","0.937","-","2.11"
"2022/09/11","16:18","0.912","-","2.08"
"2022/09/11","16:24","0.887","-","2.06"
"2022/09/11","16:30","0.863","-","2.04"
"2022/09/11","16:36","0.839","-","2.01"
"2022/09/11","16:42","0.816","-","1.98"
"2022/09/11","16:48","0.793","-","1.97"
"2022/09/11","16:54","0.77","-","1.95"
"2022/09/11","17:00","0.748","-","1.94"
"2022/09/11","17:06","0.727","-","1.92"
"2022/09/11","17:12","0.706","-","1.9"
"2022/09/11","17:18","0.686","-","1.9"
"2022/09/11","17:24","0.666","-","1.87"
"2022/09/11","17:30","0.648","-","1.86"
"2022/09/11","17:36","0.63","-","1.86"
"2022/09/11","17:42","0.613","-","1.84"
"2022/09/11","17:48","0.597","-","1.84"
"2022/09/11","17:54","0.583","-","1.83"
"2022/09/11","18:00","0.57","-","1.81"
"2022/09/11","18:06","0.558","-","1.82"
"2022/09/11","18:12","0.548","-","1.8"
"2022/09/11","18:18","0.54","-","1.8"
"2022/09/11","18:24","0.533","-","1.83"
"2022/09/11","18:30","0.528","-","1.84"
"2022/09/11","18:36","0.526","-","1.86"
"2022/09/11","18:42","0.525","-","1.87"
"2022/09/11","18:48","0.526","-","1.9"
"2022/09/11","18:54","0.53","-","1.92"
"2022/09/11","19:00","0.536","-","1.94"
"2022/09/11","19:06","0.544","-","1.95"
"2022/09/11","19:12","0.554","-","1.96"
"2022/09/11","19:18","0.566","-","1.99"
"2022/09/11","19:24","0.581","-","2"
"2022/09/11","19:30","0.597","-","2.03"
"2022/09/11","19:36","0.616","-","2.05"
"2022/09/11","19:42","0.636","-","2.06"
"2022/09/11","19:48","0.658","-","2.09"
"2022/09/11","19:54","0.683","-","2.11"
"2022/09/11","20:00","0.708","-","2.14"
"2022/09/11","20:06","0.736","-","2.15"
"2022/09/11","20:12","0.764","-","2.17"
"2022/09/11","20:18","0.794","-","2.19"
"2022/09/11","20:24","0.825","-","2.2"
"2022/09/11","20:30","0.857","-","2.22"
"2022/09/11","20:36","0.891","-","2.24"
"2022/09/11","20:42","0.924","-","2.28"
"2022/09/11","20:48","0.959","-","2.31"
"2022/09/11","20:54","0.994","-","2.32"
"2022/09/11","21:00","1.03","-","2.35"
"2022/09/11","21:06","1.066","-","2.37"
"2022/09/11","21:12","1.102","-","2.4"
"2022/09/11","21:18","1.139","-","2.43"
"2022/09/11","21:24","1.176","-","2.45"
"2022/09/11","21:30","1.212","-","2.5"
"2022/09/11","21:36","1.249","-","2.54"
"2022/09/11","21:42","1.285","-","2.58"
"2022/09/11","21:48","1.322","-","2.62"
"2022/09/11","21:54","1.358","-","2.63"
"2022/09/11","22:00","1.393","-","2.67"
"2022/09/11","22:06","1.428","-","2.71"
"2022/09/11","22:12","1.463","-","2.74"
"2022/09/11","22:18","1.497","-","2.79"
"2022/09/11","22:24","1.53","-","2.81"
"2022/09/11","22:30","1.562","-","2.84"
"2022/09/11","22:36","1.593","-","2.85"
"2022/09/11","22:42","1.624","-","2.88"
"2022/09/11","22:48","1.653","-","2.91"
"2022/09/11","22:54","1.68","-","2.95"
"2022/09/11","23:00","1.707","-","2.97"
"2022/09/11","23:06","1.732","-","2.99"
"2022/09/11","23:12","1.755","-","3.01"
"2022/09/11","23:18","1.777","-","3.03"
"2022/09/11","23:24","1.797","-","3.06"
"2022/09/11","23:30","1.816","-","3.12"
"2022/09/11","23:36","1.832","-","3.18"
"2022/09/11","23:42","1.847","-","3.25"
"2022/09/11","23:48","1.859","-","3.33"
"2022/09/11","23:54","1.87","-","3.39"
"2022/09/12","00:00","1.879","-","3.39"
"2022/09/12","00:06","1.885","-","3.39"
"2022/09/12","00:12","1.889","-","3.38"
"2022/09/12","00:18","1.892","-","3.36"
"2022/09/12","00:24","1.892","-","3.36"
"2022/09/12","00:30","1.891","-","3.33"
"2022/09/12","00:36","1.887","-","3.29"
"2022/09/12","00:42","1.881","-","3.26"
"2022/09/12","00:48","1.874","-","3.22"
"2022/09/12","00:54","1.864","-","3.2"
"2022/09/12","01:00","1.853","-","3.16"
"2022/09/12","01:06","1.84","-","3.11"
"2022/09/12","01:12","1.826","-","3.08"
"2022/09/12","01:18","1.81","-","3.04"
"2022/09/12","01:24","1.792","-","3"
"2022/09/12","01:30","1.773","-","2.99"
"2022/09/12","01:36","1.753","-","2.93"
"2022/09/12","01:42","1.731","-","2.88"
"2022/09/12","01:48","1.708","-","2.84"
"2022/09/12","01:54","1.684","-","2.8"
"2022/09/12","02:00","1.659","-","2.79"
"2022/09/12","02:06","1.634","-","2.77"
"2022/09/12","02:12","1.607","-","2.75"
"2022/09/12","02:18","1.58","-","2.73"
"2022/09/12","02:24","1.552","-","2.7"
"2022/09/12","02:30","1.524","-","2.69"
"2022/09/12","02:36","1.495","-","2.67"
"2022/09/12","02:42","1.466","-","2.65"
"2022/09/12","02:48","1.436","-","2.62"
"2022/09/12","02:54","1.407","-","2.61"
"2022/09/12","03:00","1.377","-","2.6"
"2022/09/12","03:06","1.348","-","2.58"
"2022/09/12","03:12","1.318","-","2.56"
"2022/09/12","03:18","1.289","-","2.54"
"2022/09/12","03:24","1.26","-","2.51"
"2022/09/12","03:30","1.231","-","2.48"
"2022/09/12","03:36","1.203","-","2.46"
"2022/09/12","03:42","1.175","-","2.43"
"2022/09/12","03:48","1.147","-","2.4"
"2022/09/12","03:54","1.12","-","2.37"
"2022/09/12","04:00","1.093","-","2.33"
"2022/09/12","04:06","1.067","-","2.27"
"2022/09/12","04:12","1.041","-","2.23"
"2022/09/12","04:18","1.016","-","2.18"
"2022/09/12","04:24","0.991","-","2.14"
"2022/09/12","04:30","0.966","-","2.11"
"2022/09/12","04:36","0.942","-","2.08"
"2022/09/12","04:42","0.918","-","2.04"
"2022/09/12","04:48","0.895","-","2.02"
"2022/09/12","04:54","0.872","-","1.99"
"2022/09/12","05:00","0.85","-","1.96"
"2022/09/12","05:06","0.827","-","1.95"
"2022/09/12","05:12","0.806","-","1.92"
"2022/09/12","05:18","0.785","-","1.89"
"2022/09/12","05:24","0.764","-","1.86"
"2022/09/12","05:30","0.743","-","1.82"
"2022/09/12","05:36","0.724","-","1.8"
"2022/09/12","05:42","0.705","-","1.78"
"2022/09/12","05:48","0.686","-","1.74"
"2022/09/12","05:54","0.668","-","1.73"
"2022/09/12","06:00","0.652","-","1.7"
"2022/09/12","06:06","0.636","-","1.68"
"2022/09/12","06:12","0.621","-","1.66"
"2022/09/12","06:18","0.608","-","1.63"
"2022/09/12","06:24","0.595","-","1.61"
"2022/09/12","06:30","0.584","-","1.59"
"2022/09/12","06:36","0.575","-","1.58"
"2022/09/12","06:42","0.567","-","1.57"
"2022/09/12","06:48","0.562","-","1.55"
"2022/09/12","06:54","0.557","-","1.53"
"2022/09/12","07:00","0.555","-","1.5"
"2022/09/12","07:06","0.555","-","1.48"
"2022/09/12","07:12","0.557","-","1.46"
"2022/09/12","07:18","0.561","-","1.47"
"2022/09/12","07:24","0.567","-","1.47"
"2022/09/12","07:30","0.575","-","1.47"
"2022/09/12","07:36","0.585","-","1.47"
"2022/09/12","07:42","0.598","-","1.46"
"2022/09/12","07:48","0.612","-","1.47"
"2022/09/12","07:54","0.628","-","1.49"
"2022/09/12","08:00","0.646","-","1.52"
"2022/09/12","08:06","0.666","-","1.54"
"2022/09/12","08:12","0.688","-","1.56"
"2022/09/12","08:18","0.711","-","1.56"
"2022/09/12","08:24","0.736","-","1.58"
"2022/09/12","08:30","0.762","-","1.6"
"2022/09/12","08:36","0.789","-","1.62"
"2022/09/12","08:42","0.817","-","1.67"
"2022/09/12","08:48","0.847","-","1.7"
"2022/09/12","08:54","0.877","-","1.74"
"2022/09/12","09:00","0.908","-","1.78"
"2022/09/12","09:06","0.94","-","1.8"
"2022/09/12","09:12","0.972","-","1.84"
"2022/09/12","09:18","1.004","-","1.87"
"2022/09/12","09:24","1.037","-","1.91"
"2022/09/12","09:30","1.071","-","1.95"
"2022/09/12","09:36","1.104","-","1.99"
"2022/09/12","09:42","1.138","-","2.01"
"2022/09/12","09:48","1.171","-","2.04"
"2022/09/12","09:54","1.205","-","2.07"
"2022/09/12","10:00","1.238","-","2.1"
"2022/09/12","10:06","1.271","-","2.14"
"2022/09/12","10:12","1.304","-","2.17"
"2022/09/12","10:18","1.337","-","2.2"
"2022/09/12","10:24","1.369","-","2.24"
"2022/09/12","10:30","1.401","-","2.27"
"2022/09/12","10:36","1.432","-","2.29"
"2022/09/12","10:42","1.462","-","2.31"
"2022/09/12","10:48","1.492","-","2.32"
"2022/09/12","10:54","1.521","-","2.35"
"2022/09/12","11:00","1.549","-","2.38"
"2022/09/12","11:06","1.576","-","2.41"
"2022/09/12","11:12","1.602","-","2.43"
"2022/09/12","11:18","1.627","-","2.45"
"2022/09/12","11:24","1.65","-","2.46"
"2022/09/12","11:30","1.672","-","2.48"
"2022/09/12","11:36","1.692","-","2.51"
"2022/09/12","11:42","1.711","-","2.53"
"2022/09/12","11:48","1.728","-","2.55"
"2022/09/12","11:54","1.744","-","2.57"
"2022/09/12","12:00","1.757","-","2.59"
"2022/09/12","12:06","1.769","-","2.59"
"2022/09/12","12:12","1.779","-","2.6"
"2022/09/12","12:18","1.787","-","2.61"
"2022/09/12","12:24","1.792","-","2.62"
"2022/09/12","12:30","1.796","-","2.62"
"2022/09/12","12:36","1.798","-","2.62"
"2022/09/12","12:42","1.798","-","2.62"
"2022/09/12","12:48","1.795","-","2.62"
"2022/09/12","12:54","1.791","-","2.62"
"2022/09/12","13:00","1.785","-","2.61"
"2022/09/12","13:06","1.777","-","2.6"
"2022/09/12","13:12","1.767","-","2.59"
"2022/09/12","13:18","1.755","-","2.58"
"2022/09/12","13:24","1.741","-","2.56"
"2022/09/12","13:30","1.726","-","2.54"
"2022/09/12","13:36","1.709","-","2.51"
"2022/09/12","13:42","1.691","-","2.49"
"2022/09/12","13:48","1.672","-","2.47"
"2022/09/12","13:54","1.651","-","2.44"
"2022/09/12","14:00","1.629","-","2.41"
"2022/09/12","14:06","1.605","-","2.38"
"2022/09/12","14:12","1.581","-","2.35"
"2022/09/12","14:18","1.556","-","2.31"
"2022/09/12","14:24","1.53","-","2.29"
"2022/09/12","14:30","1.503","-","2.26"
"2022/09/12","14:36","1.475","-","2.23"
"2022/09/12","14:42","1.447","-","2.19"
"2022/09/12","14:48","1.419","-","2.16"
"2022/09/12","14:54","1.39","-","2.13"
"2022/09/12","15:00","1.361","-","2.1"
"2022/09/12","15:06","1.332","-","2.07"
"2022/09/12","15:12","1.302","-","2.04"
"2022/09/12","15:18","1.273","-","2.01"
"2022/09/12","15:24","1.243","-","1.99"
"2022/09/12","15:30","1.214","-","1.96"
"2022/09/12","15:36","1.185","-","1.94"
"2022/09/12","15:42","1.156","-","1.91"
"2022/09/12","15:48","1.128","-","1.88"
"2022/09/12","15:54","1.1","-","1.84"
"2022/09/12","16:00","1.072","-","1.82"
"2022/09/12","16:06","1.045","-","1.79"
"2022/09/12","16:12","1.018","-","1.75"
"2022/09/12","16:18","0.992","-","1.73"
"2022/09/12","16:24","0.966","-","1.7"
"2022/09/12","16:30","0.94","-","1.68"
"2022/09/12","16:36","0.916","-","1.65"
"2022/09/12","16:42","0.891","-","1.62"
"2022/09/12","16:48","0.867","-","1.6"
"2022/09/12","16:54","0.844","-","1.58"
"2022/09/12","17:00","0.821","-","1.56"
"2022/09/12","17:06","0.799","-","1.54"
"2022/09/12","17:12","0.777","-","1.51"
"2022/09/12","17:18","0.755","-","1.49"
"2022/09/12","17:24","0.734","-","1.47"
"2022/09/12","17:30","0.713","-","1.46"
"2022/09/12","17:36","0.693","-","1.43"
"2022/09/12","17:42","0.674","-","1.43"
"2022/09/12","17:48","0.655","-","1.42"
"2022/09/12","17:54","0.636","-","1.41"
"2022/09/12","18:00","0.619","-","1.39"
"2022/09/12","18:06","0.602","-","1.37"
"2022/09/12","18:12","0.585","-","1.36"
"2022/09/12","18:18","0.57","-","1.35"
"2022/09/12","18:24","0.556","-","1.34"
"2022/09/12","18:30","0.543","-","1.32"
"2022/09/12","18:36","0.53","-","1.31"
"2022/09/12","18:42","0.52","-","1.31"
"2022/09/12","18:48","0.51","-","1.29"
"2022/09/12","18:54","0.503","-","1.28"
"2022/09/12","19:00","0.497","-","1.28"
"2022/09/12","19:06","0.492","-","1.29"
"2022/09/12","19:12","0.49","-","1.28"
"2022/09/12","19:18","0.489","-","1.28"
"2022/09/12","19:24","0.491","-","1.26"
"2022/09/12","19:30","0.494","-","1.27"
"2022/09/12","19:36","0.5","-","1.27"
"2022/09/12","19:42","0.508","-","1.28"
"2022/09/12","19:48","0.518","-","1.29"
"2022/09/12","19:54","0.53","-","1.31"
"2022/09/12","20:00","0.544","-","1.33"
"2022/09/12","20:06","0.561","-","1.35"
"2022/09/12","20:12","0.579","-","1.37"
"2022/09/12","20:18","0.6","-","1.4"
"2022/09/12","20:24","0.622","-","1.42"
"2022/09/12","20:30","0.646","-","1.45"
"2022/09/12","20:36","0.672","-","1.48"
"2022/09/12","20:42","0.699","-","1.52"
"2022/09/12","20:48","0.728","-","1.55"
"2022/09/12","20:54","0.759","-","1.57"
"2022/09/12","21:00","0.79","-","1.6"
"2022/09/12","21:06","0.823","-","1.65"
"2022/09/12","21:12","0.856","-","1.69"
"2022/09/12","21:18","0.891","-","1.72"
"2022/09/12","21:24","0.926","-","1.75"
"2022/09/12","21:30","0.962","-","1.78"
"2022/09/12","21:36","0.998","-","1.83"
"2022/09/12","21:42","1.035","-","1.86"
"2022/09/12","21:48","1.073","-","1.88"
"2022/09/12","21:54","1.11","-","1.93"
"2022/09/12","22:00","1.148","-","1.96"
"2022/09/12","22:06","1.185","-","2"
"2022/09/12","22:12","1.223","-","2.02"
"2022/09/12","22:18","1.261","-","2.05"
"2022/09/12","22:24","1.299","-","2.1"
"2022/09/12","22:30","1.336","-","2.14"
"2022/09/12","22:36","1.373","-","2.17"
"2022/09/12","22:42","1.41","-","2.19"
"2022/09/12","22:48","1.447","-","2.22"
"2022/09/12","22:54","1.483","-","2.25"
"2022/09/12","23:00","1.518","-","2.29"
"2022/09/12","23:06","1.553","-","2.34"
"2022/09/12","23:12","1.587","-","2.38"
"2022/09/12","23:18","1.62","-","2.42"
"2022/09/12","23:24","1.653","-","2.45"
"2022/09/12","23:30","1.684","-","2.49"
"2022/09/12","23:36","1.714","-","2.52"
"2022/09/12","23:42","1.743","-","2.55"
"2022/09/12","23:48","1.77","-","2.6"
"2022/09/12","23:54","1.797","-","2.64"
"2022/09/13","00:00","1.821","-","2.64"
"2022/09/13","00:06","1.844","-","2.67"
"2022/09/13","00:12","1.865","-","2.68"
"2022/09/13","00:18","1.884","-","2.68"
"2022/09/13","00:24","1.902","-","2.71"
"2022/09/13","00:30","1.917","-","2.71"
"2022/09/13","00:36","1.93","-","2.73"
"2022/09/13","00:42","1.942","-","2.75"
"2022/09/13","00:48","1.951","-","2.76"
"2022/09/13","00:54","1.958","-","2.78"
"2022/09/13","01:00","1.963","-","2.81"
"2022/09/13","01:06","1.966","-","2.82"
"2022/09/13","01:12","1.967","-","2.82"
"2022/09/13","01:18","1.965","-","2.83"
"2022/09/13","01:24","1.962","-","2.85"
"2022/09/13","01:30","1.957","-","2.88"
"2022/09/13","01:36","1.949","-","2.92"
"2022/09/13","01:42","1.94","-","2.93"
"2022/09/13","01:48","1.929","-","2.93"
"2022/09/13","01:54","1.917","-","2.92"
"2022/09/13","02:00","1.903","-","2.89"
"2022/09/13","02:06","1.887","-","2.86"
"2022/09/13","02:12","1.87","-","2.82"
"2022/09/13","02:18","1.851","-","2.77"
"2022/09/13","02:24","1.832","-","2.69"
"2022/09/13","02:30","1.811","-","2.63"
"2022/09/13","02:36","1.789","-","2.59"
"2022/09/13","02:42","1.766","-","2.56"
"2022/09/13","02:48","1.742","-","2.53"
"2022/09/13","02:54","1.718","-","2.51"
"2022/09/13","03:00","1.692","-","2.48"
"2022/09/13","03:06","1.667","-","2.44"
"2022/09/13","03:12","1.64","-","2.42"
"2022/09/13","03:18","1.614","-","2.41"
"2022/09/13","03:24","1.587","-","2.4"
"2022/09/13","03:30","1.559","-","2.39"
"2022/09/13","03:36","1.532","-","2.35"
"2022/09/13","03:42","1.504","-","2.3"
"2022/09/13","03:48","1.476","-","2.27"
"2022/09/13","03:54","1.448","-","2.24"
"2022/09/13","04:00","1.421","-","2.22"
"2022/09/13","04:06","1.393","-","2.19"
"2022/09/13","04:12","1.366","-","2.15"
"2022/09/13","04:18","1.338","-","2.13"
"2022/09/13","04:24","1.311","-","2.11"
"2022/09/13","04:30","1.284","-","2.1"
"2022/09/13","04:36","1.258","-","2.08"
"2022/09/13","04:42","1.231","-","2.06"
"2022/09/13","04:48","1.205","-","2.04"
"2022/09/13","04:54","1.18","-","2.02"
"2022/09/13","05:00","1.154","-","2"
"2022/09/13","05:06","1.129","-","1.98"
"2022/09/13","05:12","1.104","-","1.96"
"2022/09/13","05:18","1.08","-","1.93"
"2022/09/13","05:24","1.055","-","1.89"
"2022/09/13","05:30","1.031","-","1.85"
"2022/09/13","05:36","1.008","-","1.81"
"2022/09/13","05:42","0.984","-","1.79"
"2022/09/13","05:48","0.961","-","1.76"
"2022/09/13","05:54","0.938","-","1.73"
"2022/09/13","06:00","0.915","-","1.72"
"2022/09/13","06:06","0.893","-","1.68"
"2022/09/13","06:12","0.871","-","1.65"
"2022/09/13","06:18","0.85","-","1.63"
"2022/09/13","06:24","0.829","-","1.59"
"2022/09/13","06:30","0.808","-","1.58"
"2022/09/13","06:36","0.789","-","1.56"
"2022/09/13","06:42","0.77","-","1.53"
"2022/09/13","06:48","0.751","-","1.52"
"2022/09/13","06:54","0.734","-","1.49"
"2022/09/13","07:00","0.718","-","1.47"
