"Date","Time (GMT)","Predicted (ft)","Preliminary (ft)","Verified (ft)"
"2022/09/25","06:24","0.833","-","1.79"
"2022/09/25","06:30","0.856","-","1.82"
"2022/09/25","06:36","0.879","-","1.85"
"2022/09/25","06:42","0.903","-","1.87"
"2022/09/25","06:48","0.929","-","1.9"
"2022/09/25","06:54","0.955","-","1.93"
"2022/09/25","07:00","0.982","-","1.95"
"2022/09/25","07:06","1.009","-","1.97"
"2022/09/25","07:12","1.037","-","1.99"
"2022/09/25","07:18","1.066","-","2"
"2022/09/25","07:24","1.094","-","2.02"
"2022/09/25","07:30","1.123","-","2.04"
"2022/09/25","07:36","1.152","-","2.06"
"2022/09/25","07:42","1.181","-","2.08"
"2022/09/25","07:48","1.21","-","2.1"
"2022/09/25","07:54","1.239","-","2.12"
"2022/09/25","08:00","1.267","-","2.14"
"2022/09/25","08:06","1.296","-","2.15"
"2022/09/25","08:12","1.324","-","2.16"
"2022/09/25","08:18","1.351","-","2.21"
"2022/09/25","08:24","1.379","-","2.22"
"2022/09/25","08:30","1.405","-","2.25"
"2022/09/25","08:36","1.432","-","2.29"
"2022/09/25","08:42","1.457","-","2.29"
"2022/09/25","08:48","1.483","-","2.32"
"2022/09/25","08:54","1.507","-","2.34"
"2022/09/25","09:00","1.531","-","2.35"
"2022/09/25","09:06","1.554","-","2.4"
"2022/09/25","09:12","1.576","-","2.43"
"2022/09/25","09:18","1.597","-","2.46"
"2022/09/25","09:24","1.618","-","2.49"
"2022/09/25","09:30","1.637","-","2.5"
"2022/09/25","09:36","1.655","-","2.5"
"2022/09/25","09:42","1.673","-","2.51"
"2022/09/25","09:48","1.689","-","2.52"
"2022/09/25","09:54","1.704","-","2.52"
"2022/09/25","10:00","1.717","-","2.55"
"2022/09/25","10:06","1.73","-","2.56"
"2022/09/25","10:12","1.741","-","2.56"
"2022/09/25","10:18","1.75","-","2.55"
"2022/09/25","10:24","1.758","-","2.54"
"2022/09/25","10:30","1.765","-","2.54"
"2022/09/25","10:36","1.77","-","2.55"
"2022/09/25","10:42","1.773","-","2.56"
"2022/09/25","10:48","1.775","-","2.56"
"2022/09/25","10:54","1.776","-","2.55"
"2022/09/25","11:00","1.775","-","2.54"
"2022/09/25","11:06","1.773","-","2.52"
"2022/09/25","11:12","1.769","-","2.5"
"2022/09/25","11:18","1.763","-","2.49"
"2022/09/25","11:24","1.756","-","2.48"
"2022/09/25","11:30","1.748","-","2.47"
"2022/09/25","11:36","1.738","-","2.45"
"2022/09/25","11:42","1.728","-","2.43"
"2022/09/25","11:48","1.715","-","2.41"
"2022/09/25","11:54","1.702","-","2.39"
"2022/09/25","12:00","1.687","-","2.38"
"2022/09/25","12:06","1.672","-","2.37"
"2022/09/25","12:12","1.655","-","2.35"
"2022/09/25","12:18","1.637","-","2.32"
"2022/09/25","12:24","1.618","-","2.29"
"2022/09/25","12:30","1.599","-","2.26"
"2022/09/25","12:36","1.578","-","2.24"
"2022/09/25","12:42","1.556","-","2.23"
"2022/09/25","12:48","1.534","-","2.22"
"2022/09/25","12:54","1.511","-","2.19"
"2022/09/25","13:00","1.487","-","2.17"
"2022/09/25","13:06","1.463","-","2.14"
"2022/09/25","13:12","1.438","-","2.1"
"2022/09/25","13:18","1.412","-","2.09"
"2022/09/25","13:24","1.386","-","2.07"
"2022/09/25","13:30","1.36","-","2.06"
"2022/09/25","13:36","1.333","-","2.03"
"2022/09/25","13:42","1.306","-","2"
"2022/09/25","13:48","1.278","-","1.98"
"2022/09/25","13:54","1.251","-","1.93"
"2022/09/25","14:00","1.223","-","1.91"
"2022/09/25","14:06","1.195","-","1.88"
"2022/09/25","14:12","1.168","-","1.85"
"2022/09/25","14:18","1.14","-","1.83"
"2022/09/25","14:24","1.113","-","1.8"
"2022/09/25","14:30","1.086","-","1.77"
"2022/09/25","14:36","1.06","-","1.75"
"2022/09/25","14:42","1.034","-","1.73"
"2022/09/25","14:48","1.008","-","1.7"
"2022/09/25","14:54","0.983","-","1.69"
"2022/09/25","15:00","0.958","-","1.67"
"2022/09/25","15:06","0.934","-","1.64"
"2022/09/25","15:12","0.911","-","1.62"
"2022/09/25","15:18","0.888","-","1.59"
"2022/09/25","15:24","0.866","-","1.58"
"2022/09/25","15:30","0.844","-","1.56"
"2022/09/25","15:36","0.823","-","1.54"
"2022/09/25","15:42","0.803","-","1.53"
"2022/09/25","15:48","0.784","-","1.51"
"2022/09/25","15:54","0.765","-","1.49"
"2022/09/25","16:00","0.747","-","1.47"
"2022/09/25","16:06","0.73","-","1.45"
"2022/09/25","16:12","0.713","-","1.43"
"2022/09/25","16:18","0.697","-","1.42"
"2022/09/25","16:24","0.682","-","1.4"
"2022/09/25","16:30","0.668","-","1.38"
"2022/09/25","16:36","0.655","-","1.37"
"2022/09/25","16:42","0.642","-","1.34"
"2022/09/25","16:48","0.631","-","1.31"
"2022/09/25","16:54","0.621","-","1.29"
"2022/09/25","17:00","0.611","-","1.28"
"2022/09/25","17:06","0.603","-","1.28"
"2022/09/25","17:12","0.597","-","1.26"
"2022/09/25","17:18","0.591","-","1.25"
"2022/09/25","17:24","0.587","-","1.22"
"2022/09/25","17:30","0.584","-","1.22"
"2022/09/25","17:36","0.583","-","1.22"
"2022/09/25","17:42","0.584","-","1.21"
"2022/09/25","17:48","0.586","-","1.19"
"2022/09/25","17:54","0.59","-","1.18"
"2022/09/25","18:00","0.595","-","1.17"
"2022/09/25","18:06","0.603","-","1.16"
"2022/09/25","18:12","0.612","-","1.16"
"2022/09/25","18:18","0.623","-","1.15"
"2022/09/25","18:24","0.636","-","1.15"
"2022/09/25","18:30","0.65","-","1.13"
"2022/09/25","18:36","0.666","-","1.12"
"2022/09/25","18:42","0.684","-","1.14"
"2022/09/25","18:48","0.704","-","1.15"
"2022/09/25","18:54","0.725","-","1.17"
"2022/09/25","19:00","0.747","-","1.19"
"2022/09/25","19:06","0.771","-","1.21"
"2022/09/25","19:12","0.795","-","1.22"
"2022/09/25","19:18","0.821","-","1.23"
"2022/09/25","19:24","0.848","-","1.26"
"2022/09/25","19:30","0.876","-","1.29"
"2022/09/25","19:36","0.905","-","1.32"
"2022/09/25","19:42","0.934","-","1.35"
"2022/09/25","19:48","0.964","-","1.4"
"2022/09/25","19:54","0.994","-","1.42"
"2022/09/25","20:00","1.024","-","1.46"
"2022/09/25","20:06","1.054","-","1.5"
"2022/09/25","20:12","1.085","-","1.51"
"2022/09/25","20:18","1.116","-","1.54"
"2022/09/25","20:24","1.146","-","1.54"
"2022/09/25","20:30","1.176","-","1.54"
"2022/09/25","20:36","1.206","-","1.56"
"2022/09/25","20:42","1.236","-","1.58"
"2022/09/25","20:48","1.265","-","1.59"
"2022/09/25","20:54","1.294","-","1.62"
"2022/09/25","21:00","1.322","-","1.64"
"2022/09/25","21:06","1.35","-","1.67"
"2022/09/25","21:12","1.377","-","1.68"
"2022/09/25","21:18","1.403","-","1.71"
"2022/09/25","21:24","1.429","-","1.72"
"2022/09/25","21:30","1.454","-","1.73"
"2022/09/25","21:36","1.477","-","1.76"
"2022/09/25","21:42","1.501","-","1.77"
"2022/09/25","21:48","1.523","-","1.79"
"2022/09/25","21:54","1.544","-","1.8"
"2022/09/25","22:00","1.564","-","1.8"
"2022/09/25","22:06","1.582","-","1.81"
"2022/09/25","22:12","1.6","-","1.82"
"2022/09/25","22:18","1.616","-","1.85"
"2022/09/25","22:24","1.631","-","1.86"
"2022/09/25","22:30","1.645","-","1.87"
"2022/09/25","22:36","1.657","-","1.88"
"2022/09/25","22:42","1.668","-","1.88"
"2022/09/25","22:48","1.678","-","1.88"
"2022/09/25","22:54","1.685","-","1.89"
"2022/09/25","23:00","1.692","-","1.89"
"2022/09/25","23:06","1.696","-","1.88"
"2022/09/25","23:12","1.699","-","1.87"
"2022/09/25","23:18","1.701","-","1.87"
"2022/09/25","23:24","1.701","-","1.86"
"2022/09/25","23:30","1.699","-","1.85"
"2022/09/25","23:36","1.696","-","1.85"
"2022/09/25","23:42","1.691","-","1.84"
"2022/09/25","23:48","1.685","-","1.83"
"2022/09/25","23:54","1.678","-","1.83"
"2022/09/26","00:00","1.669","-","1.82"
"2022/09/26","00:06","1.658","-","1.81"
"2022/09/26","00:12","1.647","-","1.79"
"2022/09/26","00:18","1.634","-","1.77"
"2022/09/26","00:24","1.619","-","1.74"
"2022/09/26","00:30","1.604","-","1.71"
"2022/09/26","00:36","1.588","-","1.68"
"2022/09/26","00:42","1.57","-","1.65"
"2022/09/26","00:48","1.552","-","1.63"
"2022/09/26","00:54","1.532","-","1.6"
"2022/09/26","01:00","1.512","-","1.57"
"2022/09/26","01:06","1.491","-","1.54"
"2022/09/26","01:12","1.469","-","1.51"
"2022/09/26","01:18","1.446","-","1.5"
"2022/09/26","01:24","1.423","-","1.48"
"2022/09/26","01:30","1.399","-","1.45"
"2022/09/26","01:36","1.375","-","1.43"
"2022/09/26","01:42","1.35","-","1.4"
"2022/09/26","01:48","1.325","-","1.36"
"2022/09/26","01:54","1.3","-","1.34"
"2022/09/26","02:00","1.274","-","1.31"
"2022/09/26","02:06","1.249","-","1.29"
"2022/09/26","02:12","1.223","-","1.29"
"2022/09/26","02:18","1.198","-","1.27"
"2022/09/26","02:24","1.172","-","1.24"
"2022/09/26","02:30","1.147","-","1.21"
"2022/09/26","02:36","1.122","-","1.17"
"2022/09/26","02:42","1.097","-","1.13"
"2022/09/26","02:48","1.073","-","1.12"
"2022/09/26","02:54","1.049","-","1.11"
"2022/09/26","03:00","1.026","-","1.09"
"2022/09/26","03:06","1.003","-","1.06"
"2022/09/26","03:12","0.981","-","1.04"
"2022/09/26","03:18","0.96","-","1"
"2022/09/26","03:24","0.94","-","0.96"
"2022/09/26","03:30","0.92","-","0.93"
"2022/09/26","03:36","0.901","-","0.9"
"2022/09/26","03:42","0.882","-","0.88"
"2022/09/26","03:48","0.865","-","0.87"
"2022/09/26","03:54","0.848","-","0.86"
"2022/09/26","04:00","0.832","-","0.84"
"2022/09/26","04:06","0.816","-","0.82"
"2022/09/26","04:12","0.801","-","0.82"
"2022/09/26","04:18","0.787","-","0.81"
"2022/09/26","04:24","0.774","-","0.81"
"2022/09/26","04:30","0.762","-","0.83"
"2022/09/26","04:36","0.75","-","0.82"
"2022/09/26","04:42","0.739","-","0.85"
"2022/09/26","04:48","0.728","-","0.85"
"2022/09/26","04:54","0.719","-","0.85"
"2022/09/26","05:00","0.71","-","0.86"
"2022/09/26","05:06","0.702","-","0.84"
"2022/09/26","05:12","0.695","-","0.84"
"2022/09/26","05:18","0.689","-","0.84"
"2022/09/26","05:24","0.684","-","0.82"
"2022/09/26","05:30","0.68","-","0.83"
"2022/09/26","05:36","0.677","-","0.83"
"2022/09/26","05:42","0.675","-","0.81"
"2022/09/26","05:48","0.674","-","0.8"
"2022/09/26","05:54","0.675","-","0.79"
"2022/09/26","06:00","0.677","-","0.78"
"2022/09/26","06:06","0.681","-","0.76"
"2022/09/26","06:12","0.686","-","0.75"
"2022/09/26","06:18","0.693","-","0.74"
"2022/09/26","06:24","0.701","-","0.73"
"2022/09/26","06:30","0.711","-","0.73"
"2022/09/26","06:36","0.723","-","0.73"
"2022/09/26","06:42","0.736","-","0.73"
"2022/09/26","06:48","0.752","-","0.73"
"2022/09/26","06:54","0.768","-","0.73"
"2022/09/26","07:00","0.786","-","0.73"
"2022/09/26","07:06","0.806","-","0.74"
"2022/09/26","07:12","0.827","-","0.76"
"2022/09/26","07:18","0.85","-","0.77"
"2022/09/26","07:24","0.873","-","0.79"
"2022/09/26","07:30","0.898","-","0.81"
"2022/09/26","07:36","0.924","-","0.82"
"2022/09/26","07:42","0.951","-","0.83"
"2022/09/26","07:48","0.979","-","0.84"
"2022/09/26","07:54","1.007","-","0.86"
"2022/09/26","08:00","1.036","-","0.88"
"2022/09/26","08:06","1.065","-","0.91"
"2022/09/26","08:12","1.094","-","0.93"
"2022/09/26","08:18","1.124","-","0.95"
"2022/09/26","08:24","1.153","-","0.97"
"2022/09/26","08:30","1.183","-","1"
"2022/09/26","08:36","1.212","-","1.02"
"2022/09/26","08:42","1.241","-","1.04"
"2022/09/26","08:48","1.27","-","1.07"
"2022/09/26","08:54","1.298","-","1.09"
"2022/09/26","09:00","1.326","-","1.12"
"2022/09/26","09:06","1.353","-","1.13"
"2022/09/26","09:12","1.379","-","1.14"
"2022/09/26","09:18","1.405","-","1.16"
"2022/09/26","09:24","1.431","-","1.18"
"2022/09/26","09:30","1.455","-","1.2"
"2022/09/26","09:36","1.479","-","1.21"
"2022/09/26","09:42","1.501","-","1.25"
"2022/09/26","09:48","1.523","-","1.27"
"2022/09/26","09:54","1.544","-","1.3"
"2022/09/26","10:00","1.564","-","1.33"
"2022/09/26","10:06","1.583","-","1.33"
"2022/09/26","10:12","1.601","-","1.35"
"2022/09/26","10:18","1.618","-","1.36"
"2022/09/26","10:24","1.634","-","1.37"
"2022/09/26","10:30","1.649","-","1.39"
"2022/09/26","10:36","1.662","-","1.4"
"2022/09/26","10:42","1.674","-","1.42"
"2022/09/26","10:48","1.685","-","1.43"
"2022/09/26","10:54","1.694","-","1.44"
"2022/09/26","11:00","1.702","-","1.45"
"2022/09/26","11:06","1.709","-","1.46"
"2022/09/26","11:12","1.714","-","1.46"
"2022/09/26","11:18","1.717","-","1.47"
"2022/09/26","11:24","1.719","-","1.47"
"2022/09/26","11:30","1.72","-","1.46"
"2022/09/26","11:36","1.719","-","1.46"
"2022/09/26","11:42","1.716","-","1.45"
"2022/09/26","11:48","1.712","-","1.44"
"2022/09/26","11:54","1.706","-","1.43"
"2022/09/26","12:00","1.698","-","1.42"
"2022/09/26","12:06","1.69","-","1.41"
"2022/09/26","12:12","1.679","-","1.39"
"2022/09/26","12:18","1.667","-","1.38"
"2022/09/26","12:24","1.654","-","1.37"
"2022/09/26","12:30","1.639","-","1.36"
"2022/09/26","12:36","1.624","-","1.35"
"2022/09/26","12:42","1.606","-","1.34"
"2022/09/26","12:48","1.588","-","1.32"
"2022/09/26","12:54","1.568","-","1.3"
"2022/09/26","13:00","1.547","-","1.28"
"2022/09/26","13:06","1.526","-","1.26"
"2022/09/26","13:12","1.503","-","1.24"
"2022/09/26","13:18","1.479","-","1.22"
"2022/09/26","13:24","1.455","-","1.19"
"2022/09/26","13:30","1.429","-","1.17"
"2022/09/26","13:36","1.403","-","1.14"
"2022/09/26","13:42","1.377","-","1.12"
"2022/09/26","13:48","1.35","-","1.1"
"2022/09/26","13:54","1.322","-","1.08"
"2022/09/26","14:00","1.294","-","1.05"
"2022/09/26","14:06","1.265","-","1.02"
"2022/09/26","14:12","1.237","-","0.99"
"2022/09/26","14:18","1.208","-","0.96"
"2022/09/26","14:24","1.179","-","0.93"
"2022/09/26","14:30","1.15","-","0.9"
"2022/09/26","14:36","1.121","-","0.88"
"2022/09/26","14:42","1.092","-","0.85"
"2022/09/26","14:48","1.064","-","0.83"
"2022/09/26","14:54","1.036","-","0.8"
"2022/09/26","15:00","1.008","-","0.78"
"2022/09/26","15:06","0.98","-","0.74"
"2022/09/26","15:12","0.954","-","0.72"
"2022/09/26","15:18","0.927","-","0.7"
"2022/09/26","15:24","0.902","-","0.67"
"2022/09/26","15:30","0.877","-","0.65"
"2022/09/26","15:36","0.853","-","0.62"
"2022/09/26","15:42","0.829","-","0.61"
"2022/09/26","15:48","0.807","-","0.57"
"2022/09/26","15:54","0.785","-","0.55"
"2022/09/26","16:00","0.764","-","0.54"
"2022/09/26","16:06","0.744","-","0.5"
"2022/09/26","16:12","0.724","-","0.48"
"2022/09/26","16:18","0.706","-","0.45"
"2022/09/26","16:24","0.688","-","0.42"
"2022/09/26","16:30","0.671","-","0.41"
"2022/09/26","16:36","0.655","-","0.39"
"2022/09/26","16:42","0.64","-","0.36"
"2022/09/26","16:48","0.625","-","0.36"
"2022/09/26","16:54","0.611","-","0.33"
"2022/09/26","17:00","0.599","-","0.32"
"2022/09/26","17:06","0.587","-","0.32"
"2022/09/26","17:12","0.575","-","0.31"
"2022/09/26","17:18","0.565","-","0.3"
"2022/09/26","17:24","0.556","-","0.28"
"2022/09/26","17:30","0.548","-","0.26"
"2022/09/26","17:36","0.54","-","0.26"
"2022/09/26","17:42","0.534","-","0.25"
"2022/09/26","17:48","0.529","-","0.24"
"2022/09/26","17:54","0.526","-","0.21"
"2022/09/26","18:00","0.523","-","0.21"
"2022/09/26","18:06","0.522","-","0.21"
"2022/09/26","18:12","0.523","-","0.2"
"2022/09/26","18:18","0.525","-","0.21"
"2022/09/26","18:24","0.529","-","0.21"
"2022/09/26","18:30","0.535","-","0.21"
"2022/09/26","18:36","0.542","-","0.22"
"2022/09/26","18:42","0.551","-","0.23"
"2022/09/26","18:48","0.562","-","0.24"
"2022/09/26","18:54","0.575","-","0.26"
"2022/09/26","19:00","0.59","-","0.28"
"2022/09/26","19:06","0.607","-","0.31"
"2022/09/26","19:12","0.626","-","0.33"
"2022/09/26","19:18","0.647","-","0.34"
"2022/09/26","19:24","0.669","-","0.37"
"2022/09/26","19:30","0.694","-","0.39"
"2022/09/26","19:36","0.72","-","0.43"
"2022/09/26","19:42","0.747","-","0.47"
"2022/09/26","19:48","0.776","-","0.49"
"2022/09/26","19:54","0.806","-","0.5"
"2022/09/26","20:00","0.837","-","0.52"
"2022/09/26","20:06","0.87","-","0.55"
"2022/09/26","20:12","0.903","-","0.58"
"2022/09/26","20:18","0.937","-","0.61"
"2022/09/26","20:24","0.972","-","0.64"
"2022/09/26","20:30","1.007","-","0.66"
"2022/09/26","20:36","1.042","-","0.68"
"2022/09/26","20:42","1.077","-","0.71"
"2022/09/26","20:48","1.113","-","0.73"
"2022/09/26","20:54","1.148","-","0.77"
"2022/09/26","21:00","1.184","-","0.79"
"2022/09/26","21:06","1.218","-","0.8"
"2022/09/26","21:12","1.253","-","0.84"
"2022/09/26","21:18","1.287","-","0.87"
"2022/09/26","21:24","1.32","-","0.9"
"2022/09/26","21:30","1.353","-","0.94"
"2022/09/26","21:36","1.385","-","0.98"
"2022/09/26","21:42","1.417","-","1.02"
"2022/09/26","21:48","1.447","-","1.07"
"2022/09/26","21:54","1.477","-","1.1"
"2022/09/26","22:00","1.506","-","1.15"
"2022/09/26","22:06","1.533","-","1.18"
"2022/09/26","22:12","1.56","-","1.23"
"2022/09/26","22:18","1.586","-","1.27"
"2022/09/26","22:24","1.611","-","1.31"
"2022/09/26","22:30","1.634","-","1.36"
"2022/09/26","22:36","1.657","-","1.39"
"2022/09/26","22:42","1.678","-","1.42"
"2022/09/26","22:48","1.698","-","1.44"
"2022/09/26","22:54","1.717","-","1.45"
"2022/09/26","23:00","1.734","-","1.47"
"2022/09/26","23:06","1.75","-","1.5"
"2022/09/26","23:12","1.764","-","1.5"
"2022/09/26","23:18","1.777","-","1.53"
"2022/09/26","23:24","1.789","-","1.55"
"2022/09/26","23:30","1.799","-","1.55"
"2022/09/26","23:36","1.807","-","1.56"
"2022/09/26","23:42","1.813","-","1.56"
"2022/09/26","23:48","1.818","-","1.56"
"2022/09/26","23:54","1.821","-","1.58"
"2022/09/27","00:00","1.823","-","1.57"
"2022/09/27","00:06","1.823","-","1.56"
"2022/09/27","00:12","1.821","-","1.56"
"2022/09/27","00:18","1.817","-","1.54"
"2022/09/27","00:24","1.811","-","1.55"
"2022/09/27","00:30","1.804","-","1.53"
"2022/09/27","00:36","1.796","-","1.52"
"2022/09/27","00:42","1.785","-","1.53"
"2022/09/27","00:48","1.774","-","1.51"
"2022/09/27","00:54","1.76","-","1.53"
"2022/09/27","01:00","1.746","-","1.51"
"2022/09/27","01:06","1.729","-","1.51"
"2022/09/27","01:12","1.712","-","1.52"
"2022/09/27","01:18","1.694","-","1.5"
"2022/09/27","01:24","1.674","-","1.51"
"2022/09/27","01:30","1.653","-","1.5"
"2022/09/27","01:36","1.631","-","1.49"
"2022/09/27","01:42","1.609","-","1.48"
"2022/09/27","01:48","1.585","-","1.46"
"2022/09/27","01:54","1.561","-","1.44"
"2022/09/27","02:00","1.536","-","1.41"
"2022/09/27","02:06","1.511","-","1.4"
"2022/09/27","02:12","1.485","-","1.39"
"2022/09/27","02:18","1.458","-","1.37"
"2022/09/27","02:24","1.431","-","1.35"
"2022/09/27","02:30","1.404","-","1.33"
"2022/09/27","02:36","1.377","-","1.31"
"2022/09/27","02:42","1.35","-","1.27"
"2022/09/27","02:48","1.323","-","1.25"
"2022/09/27","02:54","1.296","-","1.23"
"2022/09/27","03:00","1.269","-","1.2"
"2022/09/27","03:06","1.242","-","1.19"
"2022/09/27","03:12","1.215","-","1.16"
"2022/09/27","03:18","1.189","-","1.13"
"2022/09/27","03:24","1.164","-","1.1"
"2022/09/27","03:30","1.138","-","1.08"
"2022/09/27","03:36","1.114","-","1.06"
"2022/09/27","03:42","1.089","-","1.05"
"2022/09/27","03:48","1.066","-","1.03"
"2022/09/27","03:54","1.043","-","1.02"
"2022/09/27","04:00","1.021","-","1"
"2022/09/27","04:06","0.999","-","0.98"
"2022/09/27","04:12","0.978","-","0.95"
"2022/09/27","04:18","0.958","-","0.94"
"2022/09/27","04:24","0.938","-","0.93"
"2022/09/27","04:30","0.92","-","0.9"
"2022/09/27","04:36","0.902","-","0.92"
"2022/09/27","04:42","0.884","-","0.91"
"2022/09/27","04:48","0.867","-","0.9"
"2022/09/27","04:54","0.851","-","0.9"
"2022/09/27","05:00","0.836","-","0.89"
"2022/09/27","05:06","0.821","-","0.88"
"2022/09/27","05:12","0.806","-","0.88"
"2022/09/27","05:18","0.793","-","0.88"
"2022/09/27","05:24","0.779","-","0.89"
"2022/09/27","05:30","0.767","-","0.89"
"2022/09/27","05:36","0.755","-","0.89"
"2022/09/27","05:42","0.744","-","0.88"
"2022/09/27","05:48","0.734","-","0.88"
"2022/09/27","05:54","0.724","-","0.88"
"2022/09/27","06:00","0.716","-","0.88"
"2022/09/27","06:06","0.708","-","0.89"
"2022/09/27","06:12","0.701","-","0.9"
"2022/09/27","06:18","0.695","-","0.91"
"2022/09/27","06:24","0.691","-","0.92"
"2022/09/27","06:30","0.688","-","0.94"
"2022/09/27","06:36","0.686","-","0.95"
"2022/09/27","06:42","0.685","-","0.96"
"2022/09/27","06:48","0.686","-","0.97"
"2022/09/27","06:54","0.689","-","0.98"
"2022/09/27","07:00","0.693","-","1"
"2022/09/27","07:06","0.699","-","1.01"
"2022/09/27","07:12","0.706","-","1.04"
"2022/09/27","07:18","0.715","-","1.06"
"2022/09/27","07:24","0.727","-","1.08"
"2022/09/27","07:30","0.739","-","1.11"
"2022/09/27","07:36","0.754","-","1.13"
"2022/09/27","07:42","0.77","-","1.15"
"2022/09/27","07:48","0.788","-","1.17"
"2022/09/27","07:54","0.807","-","1.2"
"2022/09/27","08:00","0.828","-","1.23"
"2022/09/27","08:06","0.851","-","1.25"
"2022/09/27","08:12","0.874","-","1.28"
"2022/09/27","08:18","0.899","-","1.31"
"2022/09/27","08:24","0.924","-","1.35"
"2022/09/27","08:30","0.951","-","1.38"
"2022/09/27","08:36","0.978","-","1.41"
"2022/09/27","08:42","1.006","-","1.45"
"2022/09/27","08:48","1.034","-","1.47"
"2022/09/27","08:54","1.063","-","1.5"
"2022/09/27","09:00","1.092","-","1.53"
"2022/09/27","09:06","1.121","-","1.56"
"2022/09/27","09:12","1.149","-","1.59"
"2022/09/27","09:18","1.178","-","1.61"
"2022/09/27","09:24","1.206","-","1.64"
"2022/09/27","09:30","1.234","-","1.66"
"2022/09/27","09:36","1.261","-","1.68"
"2022/09/27","09:42","1.288","-","1.71"
"2022/09/27","09:48","1.314","-","1.74"
"2022/09/27","09:54","1.34","-","1.77"
"2022/09/27","10:00","1.365","-","1.79"
"2022/09/27","10:06","1.389","-","1.81"
"2022/09/27","10:12","1.412","-","1.84"
"2022/09/27","10:18","1.434","-","1.86"
"2022/09/27","10:24","1.456","-","1.88"
"2022/09/27","10:30","1.476","-","1.9"
"2022/09/27","10:36","1.496","-","1.91"
"2022/09/27","10:42","1.515","-","1.93"
"2022/09/27","10:48","1.532","-","1.95"
"2022/09/27","10:54","1.549","-","1.95"
"2022/09/27","11:00","1.565","-","1.97"
"2022/09/27","11:06","1.579","-","1.96"
"2022/09/27","11:12","1.592","-","1.97"
"2022/09/27","11:18","1.604","-","1.98"
"2022/09/27","11:24","1.615","-","1.97"
"2022/09/27","11:30","1.624","-","2"
"2022/09/27","11:36","1.633","-","1.99"
"2022/09/27","11:42","1.639","-","1.99"
"2022/09/27","11:48","1.644","-","1.99"
"2022/09/27","11:54","1.648","-","1.97"
"2022/09/27","12:00","1.65","-","1.97"
"2022/09/27","12:06","1.651","-","1.96"
"2022/09/27","12:12","1.649","-","1.95"
"2022/09/27","12:18","1.647","-","1.94"
"2022/09/27","12:24","1.642","-","1.93"
"2022/09/27","12:30","1.636","-","1.92"
"2022/09/27","12:36","1.628","-","1.9"
"2022/09/27","12:42","1.619","-","1.89"
"2022/09/27","12:48","1.608","-","1.86"
"2022/09/27","12:54","1.595","-","1.84"
"2022/09/27","13:00","1.581","-","1.81"
"2022/09/27","13:06","1.565","-","1.8"
"2022/09/27","13:12","1.548","-","1.78"
"2022/09/27","13:18","1.53","-","1.75"
"2022/09/27","13:24","1.51","-","1.72"
"2022/09/27","13:30","1.489","-","1.69"
"2022/09/27","13:36","1.467","-","1.67"
"2022/09/27","13:42","1.443","-","1.65"
"2022/09/27","13:48","1.419","-","1.63"
"2022/09/27","13:54","1.394","-","1.6"
"2022/09/27","14:00","1.368","-","1.58"
"2022/09/27","14:06","1.341","-","1.56"
"2022/09/27","14:12","1.314","-","1.52"
"2022/09/27","14:18","1.286","-","1.49"
"2022/09/27","14:24","1.258","-","1.45"
"2022/09/27","14:30","1.229","-","1.42"
"2022/09/27","14:36","1.2","-","1.39"
"2022/09/27","14:42","1.17","-","1.37"
"2022/09/27","14:48","1.141","-","1.33"
"2022/09/27","14:54","1.112","-","1.31"
"2022/09/27","15:00","1.082","-","1.28"
"2022/09/27","15:06","1.053","-","1.25"
"2022/09/27","15:12","1.024","-","1.22"
"2022/09/27","15:18","0.995","-","1.2"
"2022/09/27","15:24","0.967","-","1.18"
"2022/09/27","15:30","0.939","-","1.15"
"2022/09/27","15:36","0.912","-","1.12"
"2022/09/27","15:42","0.885","-","1.1"
"2022/09/27","15:48","0.859","-","1.06"
"2022/09/27","15:54","0.833","-","1.05"
"2022/09/27","16:00","0.808","-","1.03"
"2022/09/27","16:06","0.784","-","1.01"
"2022/09/27","16:12","0.76","-","1"
"2022/09/27","16:18","0.738","-","0.98"
"2022/09/27","16:24","0.716","-","0.96"
"2022/09/27","16:30","0.695","-","0.95"
"2022/09/27","16:36","0.675","-","0.93"
"2022/09/27","16:42","0.656","-","0.92"
"2022/09/27","16:48","0.638","-","0.91"
"2022/09/27","16:54","0.621","-","0.88"
"2022/09/27","17:00","0.605","-","0.86"
"2022/09/27","17:06","0.589","-","0.83"
"2022/09/27","17:12","0.574","-","0.81"
"2022/09/27","17:18","0.561","-","0.79"
"2022/09/27","17:24","0.548","-","0.75"
"2022/09/27","17:30","0.536","-","0.73"
"2022/09/27","17:36","0.525","-","0.7"
"2022/09/27","17:42","0.515","-","0.68"
"2022/09/27","17:48","0.505","-","0.65"
"2022/09/27","17:54","0.497","-","0.63"
"2022/09/27","18:00","0.49","-","0.6"
"2022/09/27","18:06","0.483","-","0.57"
"2022/09/27","18:12","0.478","-","0.55"
"2022/09/27","18:18","0.474","-","0.53"
"2022/09/27","18:24","0.471","-","0.51"
"2022/09/27","18:30","0.469","-","0.5"
"2022/09/27","18:36","0.469","-","0.49"
"2022/09/27","18:42","0.47","-","0.46"
"2022/09/27","18:48","0.473","-","0.46"
"2022/09/27","18:54","0.477","-","0.45"
"2022/09/27","19:00","0.482","-","0.45"
